"species" "gbifID" "countryCode" "decimalLatitude" "decimalLongitude" "coordinateUncertaintyInMeters" "year" "basisOfRecord" "source" "Accession"
"61" "Malus coronaria" 4509672937 "US" 37.309 -79.5212 NA 1871 "PRESERVED_SPECIMEN" "GBIF" NA
"62" "Malus coronaria" 4507463939 "US" 42.886447 -78.878369 3000 2000 "PRESERVED_SPECIMEN" "GBIF" NA
"63" "Malus coronaria" 4507462615 "US" 41.518345 -90.543249 750 1888 "PRESERVED_SPECIMEN" "GBIF" NA
"64" "Malus coronaria" 4506437897 "CA" 42.04042 -82.759556 27692 2023 "HUMAN_OBSERVATION" "GBIF" NA
"65" "Malus coronaria" 4506228180 "CA" 42.05271 -82.921556 3 2023 "HUMAN_OBSERVATION" "GBIF" NA
"66" "Malus coronaria" 4465738703 "US" 41.101445 -81.441565 25 2023 "HUMAN_OBSERVATION" "GBIF" NA
"67" "Malus coronaria" 4436304966 "US" 41.752158 -80.22892 13 2023 "HUMAN_OBSERVATION" "GBIF" NA
"68" "Malus coronaria" 4433289749 "US" 39.279167 -79.932778 NA 2014 "PRESERVED_SPECIMEN" "GBIF" NA
"69" "Malus coronaria" 4433285534 "US" 38.99395 -80.325287 NA 1960 "PRESERVED_SPECIMEN" "GBIF" NA
"70" "Malus coronaria" 4433285518 "US" 38.941858 -80.126109 NA 1962 "PRESERVED_SPECIMEN" "GBIF" NA
"71" "Malus coronaria" 4433285516 "US" 38.885315 -80.297869 NA 1964 "PRESERVED_SPECIMEN" "GBIF" NA
"72" "Malus coronaria" 4433285503 "US" 38.972321 -80.225083 NA 1977 "PRESERVED_SPECIMEN" "GBIF" NA
"73" "Malus coronaria" 4433285497 "US" 39.280639 -80.30708 NA 1970 "PRESERVED_SPECIMEN" "GBIF" NA
"74" "Malus coronaria" 4431256585 "US" 39.719525 -84.053782 189 2023 "HUMAN_OBSERVATION" "GBIF" NA
"75" "Malus coronaria" 4431173823 "US" 40.064806 -75.508683 4 2023 "HUMAN_OBSERVATION" "GBIF" NA
"76" "Malus coronaria" 4430922799 "CA" 42.76218 -81.83729 27599 2023 "HUMAN_OBSERVATION" "GBIF" NA
"77" "Malus coronaria" 4430895386 "US" 41.583861 -73.235084 10 2020 "HUMAN_OBSERVATION" "GBIF" NA
"78" "Malus coronaria" 4430574192 "CA" 42.720187 -81.573367 NA 2023 "HUMAN_OBSERVATION" "GBIF" NA
"79" "Malus coronaria" 4430551720 "CA" 42.648529 -81.835131 3 2023 "HUMAN_OBSERVATION" "GBIF" NA
"80" "Malus coronaria" 442656409 "US" 35.59506 -82.55149 NA 1968 "PRESERVED_SPECIMEN" "GBIF" NA
"81" "Malus coronaria" 442616374 "US" 38.50704 -80.36587 NA 1908 "PRESERVED_SPECIMEN" "GBIF" NA
"82" "Malus coronaria" 4424154987 "CA" 42.97875 -79.835349 3 2023 "HUMAN_OBSERVATION" "GBIF" NA
"83" "Malus coronaria" 4420702441 "US" 40.744043 -73.806036 89 2023 "HUMAN_OBSERVATION" "GBIF" NA
"84" "Malus coronaria" 4414070016 "US" 40.880247 -80.679368 31 2023 "HUMAN_OBSERVATION" "GBIF" NA
"85" "Malus coronaria" 4414013843 "US" 41.98875 -87.763272 146 2023 "HUMAN_OBSERVATION" "GBIF" NA
"86" "Malus coronaria" 4400021697 "CA" 42.720201 -81.573244 4 2023 "HUMAN_OBSERVATION" "GBIF" NA
"87" "Malus coronaria" 439430483 "US" 39.29889 -96.83084 NA 1895 "PRESERVED_SPECIMEN" "GBIF" NA
"88" "Malus coronaria" 439096878 "US" 39.30553 -96.82758 NA 1895 "PRESERVED_SPECIMEN" "GBIF" NA
"89" "Malus coronaria" 439096877 "CA" 42.77772 -81.18265 NA 1902 "PRESERVED_SPECIMEN" "GBIF" NA
"90" "Malus coronaria" 438430731 "US" 40.64784 -78.19529 NA 1874 "PRESERVED_SPECIMEN" "GBIF" NA
"91" "Malus coronaria" 438430730 "US" 38.26933 -90.85195 NA 1917 "PRESERVED_SPECIMEN" "GBIF" NA
"92" "Malus coronaria" 438430727 "US" 38.627 -90.1994 NA 1875 "PRESERVED_SPECIMEN" "GBIF" NA
"93" "Malus coronaria" 437764531 "CA" 42.77771 -81.18263 NA 1904 "PRESERVED_SPECIMEN" "GBIF" NA
"94" "Malus coronaria" 437764530 "US" 40.2354 -79.47039 NA 1877 "PRESERVED_SPECIMEN" "GBIF" NA
"95" "Malus coronaria" 437758687 "US" 39.0079 -94.53731 NA 1923 "PRESERVED_SPECIMEN" "GBIF" NA
"96" "Malus coronaria" 4172039803 "US" 36.968092 -88.107794 210 2023 "HUMAN_OBSERVATION" "GBIF" NA
"97" "Malus coronaria" 4171791368 "US" 41.099577 -81.43216 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"98" "Malus coronaria" 4171329191 "US" 40.675126 -73.46676 8 2023 "HUMAN_OBSERVATION" "GBIF" NA
"99" "Malus coronaria" 4165871229 "CA" 43.180194 -80.369042 4 2023 "HUMAN_OBSERVATION" "GBIF" NA
"100" "Malus coronaria" 4162205026 "US" 39.93512 -83.773197 NA 2023 "HUMAN_OBSERVATION" "GBIF" NA
"101" "Malus coronaria" 4161985852 "US" 41.077642 -81.44803 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"102" "Malus coronaria" 4153921611 "US" 41.069585 -81.506862 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"103" "Malus coronaria" 4153660637 "US" 41.096869 -81.324596 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"104" "Malus coronaria" 4153553814 "US" 40.460641 -82.692355 52 2023 "HUMAN_OBSERVATION" "GBIF" NA
"105" "Malus coronaria" 4153453304 "US" 41.073737 -81.361843 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"106" "Malus coronaria" 4145699952 "US" 40.50713 -80.363595 4 2023 "HUMAN_OBSERVATION" "GBIF" NA
"107" "Malus coronaria" 4145589055 "US" 40.503313 -80.424697 4 2023 "HUMAN_OBSERVATION" "GBIF" NA
"108" "Malus coronaria" 4138192564 "CA" 43.332198 -80.346791 8124 2023 "HUMAN_OBSERVATION" "GBIF" NA
"109" "Malus coronaria" 4134370318 "US" 41.054633 -80.166564 4 2022 "PRESERVED_SPECIMEN" "GBIF" NA
"110" "Malus coronaria" 4134087351 "US" 41.148124 -81.370747 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"111" "Malus coronaria" 4133951460 "US" 41.046764 -81.201443 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"112" "Malus coronaria" 4133643779 "US" 41.104754 -81.224418 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"113" "Malus coronaria" 4132077469 "US" 35.425654 -82.546734 NA 1968 "PRESERVED_SPECIMEN" "GBIF" NA
"114" "Malus coronaria" 4129693492 "US" 41.852867 -72.759025 9 2023 "HUMAN_OBSERVATION" "GBIF" NA
"115" "Malus coronaria" 4121381712 "US" 41.002323 -81.385247 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"116" "Malus coronaria" 4121291471 "US" 41.181418 -81.289218 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"117" "Malus coronaria" 4121008521 "CA" 43.382965 -80.365201 122 2023 "HUMAN_OBSERVATION" "GBIF" NA
"118" "Malus coronaria" 4120991419 "US" 39.0282 -77.089134 9 2022 "HUMAN_OBSERVATION" "GBIF" NA
"119" "Malus coronaria" 4120939337 "US" 41.041055 -81.413472 27847 2023 "HUMAN_OBSERVATION" "GBIF" NA
"120" "Malus coronaria" 41181595 "US" 40.02778 -88.57333 NA NA "OCCURRENCE" "GBIF" NA
"121" "Malus coronaria" 41181586 "US" 42.43667 -76.50833 NA NA "OCCURRENCE" "GBIF" NA
"122" "Malus coronaria" 4116296758 "US" 42.457556 -78.772718 NA 2023 "HUMAN_OBSERVATION" "GBIF" NA
"123" "Malus coronaria" 4116274404 "CA" 42.984698 -82.568457 27568 2023 "HUMAN_OBSERVATION" "GBIF" NA
"124" "Malus coronaria" 4116255243 "US" 39.427625 -79.330711 28090 2023 "HUMAN_OBSERVATION" "GBIF" NA
"125" "Malus coronaria" 4116245466 "CA" 42.62581 -80.421535 27599 2023 "HUMAN_OBSERVATION" "GBIF" NA
"126" "Malus coronaria" 4116221972 "CA" 42.256233 -83.033675 10 2023 "HUMAN_OBSERVATION" "GBIF" NA
"127" "Malus coronaria" 4116201712 "US" 42.221247 -87.929782 4 2023 "HUMAN_OBSERVATION" "GBIF" NA
"128" "Malus coronaria" 4111748853 "CA" 42.966245 -81.180288 4 2023 "HUMAN_OBSERVATION" "GBIF" NA
"129" "Malus coronaria" 4111654683 "CA" 42.89223 -81.196275 6 2023 "HUMAN_OBSERVATION" "GBIF" NA
"130" "Malus coronaria" 4105794683 "US" 40.9 -90.533333 10 2005 "PRESERVED_SPECIMEN" "GBIF" NA
"131" "Malus coronaria" 4103281434 "US" 41.638437 -83.793188 5 2023 "HUMAN_OBSERVATION" "GBIF" NA
"132" "Malus coronaria" 4103251039 "US" 41.065631 -81.357816 1800 2023 "HUMAN_OBSERVATION" "GBIF" NA
"133" "Malus coronaria" 4096623776 "US" 40.833153 -74.509108 4 2023 "HUMAN_OBSERVATION" "GBIF" NA
"134" "Malus coronaria" 4096429460 "US" 38.335988 -85.627414 5 2022 "HUMAN_OBSERVATION" "GBIF" NA
"135" "Malus coronaria" 4095606093 "US" 42.83597 -88.8664 NA 2010 "PRESERVED_SPECIMEN" "GBIF" NA
"136" "Malus coronaria" 4092927563 "US" 43.112829 -83.249373 16 2010 "PRESERVED_SPECIMEN" "GBIF" NA
"137" "Malus coronaria" 4091741933 "US" 39.137858 -86.518587 17 2023 "HUMAN_OBSERVATION" "GBIF" NA
"138" "Malus coronaria" 4091734484 "US" 41.058667 -80.621238 9 2023 "HUMAN_OBSERVATION" "GBIF" NA
"139" "Malus coronaria" 4081319119 "US" 39.403611 -88.149444 1000 1966 "PRESERVED_SPECIMEN" "GBIF" NA
"140" "Malus coronaria" 4081309568 "US" 39.22811 -90.5523 500 1978 "PRESERVED_SPECIMEN" "GBIF" NA
"141" "Malus coronaria" 4081309567 "US" 39.464372 -87.763573 969 1969 "PRESERVED_SPECIMEN" "GBIF" NA
"142" "Malus coronaria" 4081309566 "US" 38.890604 -90.184276 6481 1979 "PRESERVED_SPECIMEN" "GBIF" NA
"143" "Malus coronaria" 4081309565 "US" 38.35569 -87.827048 969 1967 "PRESERVED_SPECIMEN" "GBIF" NA
"144" "Malus coronaria" 4081309563 "US" 39.49614 -88.213721 NA 1965 "PRESERVED_SPECIMEN" "GBIF" NA
"145" "Malus coronaria" 4081309562 "US" 39.585424 -87.657696 500 1966 "PRESERVED_SPECIMEN" "GBIF" NA
"146" "Malus coronaria" 4081309557 "US" 39.397475 -88.149332 969 1966 "PRESERVED_SPECIMEN" "GBIF" NA
"147" "Malus coronaria" 4081309540 "US" 39.396923 -88.206125 969 1967 "PRESERVED_SPECIMEN" "GBIF" NA
"148" "Malus coronaria" 4081309539 "US" 39.228115 -90.552344 5392 1977 "PRESERVED_SPECIMEN" "GBIF" NA
"149" "Malus coronaria" 4081309536 "US" 39.514133 -88.09157 969 1967 "PRESERVED_SPECIMEN" "GBIF" NA
"150" "Malus coronaria" 4081309535 "US" 41.475868 -87.690878 162 1975 "PRESERVED_SPECIMEN" "GBIF" NA
"151" "Malus coronaria" 4081309534 "US" 41.464859 -90.577 500 1982 "PRESERVED_SPECIMEN" "GBIF" NA
"152" "Malus coronaria" 4081293676 "US" 39.209524 -81.051777 NA 1986 "PRESERVED_SPECIMEN" "GBIF" NA
"153" "Malus coronaria" 4081292062 "US" 40.138259 -87.744286 969 1999 "PRESERVED_SPECIMEN" "GBIF" NA
"154" "Malus coronaria" 4067783237 "US" 40.762921 -75.611853 4532 1950 "PRESERVED_SPECIMEN" "GBIF" NA
"155" "Malus coronaria" 4067783236 "US" 40.551765 -75.432682 3036 1909 "PRESERVED_SPECIMEN" "GBIF" NA
"156" "Malus coronaria" 4067783227 "US" 41.03814 -75.762415 3036 1961 "PRESERVED_SPECIMEN" "GBIF" NA
"157" "Malus coronaria" 4067783213 "US" 40.870827 -75.594831 5342 1967 "PRESERVED_SPECIMEN" "GBIF" NA
"158" "Malus coronaria" 4067783212 "US" 40.870942 -75.593114 5241 1967 "PRESERVED_SPECIMEN" "GBIF" NA
"159" "Malus coronaria" 4067783211 "US" 40.820061 -75.505478 3296 1962 "PRESERVED_SPECIMEN" "GBIF" NA
"160" "Malus coronaria" 4067783210 "US" 40.795926 -75.478263 5241 1955 "PRESERVED_SPECIMEN" "GBIF" NA
"161" "Malus coronaria" 4067783209 "US" 40.857647 -75.633047 4807 1966 "PRESERVED_SPECIMEN" "GBIF" NA
"162" "Malus coronaria" 4067783208 "US" 40.654258 -75.654591 3173 1911 "PRESERVED_SPECIMEN" "GBIF" NA
"163" "Malus coronaria" 4067783207 "US" 40.591144 -75.436405 2069 1911 "PRESERVED_SPECIMEN" "GBIF" NA
"164" "Malus coronaria" 4067783206 "US" 41.017458 -75.586329 1138 1960 "PRESERVED_SPECIMEN" "GBIF" NA
"165" "Malus coronaria" 4067783205 "US" 40.743998 -75.309624 2017 1956 "PRESERVED_SPECIMEN" "GBIF" NA
"166" "Malus coronaria" 4067783204 "US" 40.754262 -75.598797 1692 1959 "PRESERVED_SPECIMEN" "GBIF" NA
"167" "Malus coronaria" 4067783203 "US" 40.688029 -75.341659 3272 1956 "PRESERVED_SPECIMEN" "GBIF" NA
"168" "Malus coronaria" 4067783202 "US" 40.944803 -75.56815 5218 1959 "PRESERVED_SPECIMEN" "GBIF" NA
"169" "Malus coronaria" 4067783201 "US" 41.073396 -75.522088 1864 1956 "PRESERVED_SPECIMEN" "GBIF" NA
"170" "Malus coronaria" 4067783200 "US" 40.845641 -75.609652 6033 1967 "PRESERVED_SPECIMEN" "GBIF" NA
"171" "Malus coronaria" 4067783199 "US" 40.87435 -75.572919 3504 1970 "PRESERVED_SPECIMEN" "GBIF" NA
"172" "Malus coronaria" 4067783198 "US" 40.899992 -75.615092 5342 1969 "PRESERVED_SPECIMEN" "GBIF" NA
"173" "Malus coronaria" 4067783197 "US" 40.927143 -75.589795 5695 1971 "PRESERVED_SPECIMEN" "GBIF" NA
"174" "Malus coronaria" 4067783196 "US" 40.888171 -75.529353 3479 1971 "PRESERVED_SPECIMEN" "GBIF" NA
"175" "Malus coronaria" 4067783195 "US" 40.850771 -75.641193 3272 1970 "PRESERVED_SPECIMEN" "GBIF" NA
"176" "Malus coronaria" 4067783194 "US" 40.818498 -75.673799 4260 1976 "PRESERVED_SPECIMEN" "GBIF" NA
"177" "Malus coronaria" 4067783193 "US" 40.602235 -75.433499 3649 1969 "PRESERVED_SPECIMEN" "GBIF" NA
"178" "Malus coronaria" 4067783192 "US" 40.845648 -75.643177 3182 1971 "PRESERVED_SPECIMEN" "GBIF" NA
"179" "Malus coronaria" 4067782908 "US" 40.571784 -75.555701 3051 1921 "PRESERVED_SPECIMEN" "GBIF" NA
"180" "Malus coronaria" 4067782907 "US" 40.561431 -75.459428 4686 1916 "PRESERVED_SPECIMEN" "GBIF" NA
"181" "Malus coronaria" 4067782906 "US" 40.560328 -75.452127 5241 1908 "PRESERVED_SPECIMEN" "GBIF" NA
"182" "Malus coronaria" 4067782904 "US" 40.768511 -75.622834 2558 1923 "PRESERVED_SPECIMEN" "GBIF" NA
"183" "Malus coronaria" 4067782902 "US" 40.650144 -75.639071 3077 1918 "PRESERVED_SPECIMEN" "GBIF" NA
"184" "Malus coronaria" 4067782901 "US" 40.23105 -76.309167 3272 1957 "PRESERVED_SPECIMEN" "GBIF" NA
"185" "Malus coronaria" 4067782900 "US" 40.600497 -75.461026 210 1915 "PRESERVED_SPECIMEN" "GBIF" NA
"186" "Malus coronaria" 4067782899 "US" 40.669631 -75.703506 2341 1972 "PRESERVED_SPECIMEN" "GBIF" NA
"187" "Malus coronaria" 4067194391 "CA" 42.815332 -79.9594 191 2012 "HUMAN_OBSERVATION" "GBIF" NA
"188" "Malus coronaria" 4064846986 "US" 40.288396 -75.250322 56 1996 "PRESERVED_SPECIMEN" "GBIF" NA
"189" "Malus coronaria" 4064846983 "US" 42.023835 -80.371075 180 2004 "PRESERVED_SPECIMEN" "GBIF" NA
"190" "Malus coronaria" 4064828993 "US" 41.023749 -75.711251 3425 2000 "PRESERVED_SPECIMEN" "GBIF" NA
"191" "Malus coronaria" 4064828992 "US" 40.901286 -76.065599 6954 1937 "PRESERVED_SPECIMEN" "GBIF" NA
"192" "Malus coronaria" 4064828990 "US" 40.5575 -80.21778 2000 1900 "PRESERVED_SPECIMEN" "GBIF" NA
"193" "Malus coronaria" 4064828989 "US" 41.235174 -75.112381 2742 1948 "PRESERVED_SPECIMEN" "GBIF" NA
"194" "Malus coronaria" 4064828986 "US" 40.057286 -78.617947 1193 1938 "PRESERVED_SPECIMEN" "GBIF" NA
"195" "Malus coronaria" 4064828984 "US" 41.001726 -79.369833 4318 1942 "PRESERVED_SPECIMEN" "GBIF" NA
"196" "Malus coronaria" 4064828983 "US" 41.708521 -75.56809 4748 1937 "PRESERVED_SPECIMEN" "GBIF" NA
"197" "Malus coronaria" 4064828980 "US" 41.053268 -75.495689 1692 2002 "PRESERVED_SPECIMEN" "GBIF" NA
"198" "Malus coronaria" 4064828318 "US" 40.962264 -79.356708 3479 1942 "PRESERVED_SPECIMEN" "GBIF" NA
"199" "Malus coronaria" 4064828317 "US" 40.748428 -75.611853 2947 1911 "PRESERVED_SPECIMEN" "GBIF" NA
"200" "Malus coronaria" 4064828316 "US" 40.435176 -77.206563 3504 1936 "PRESERVED_SPECIMEN" "GBIF" NA
"201" "Malus coronaria" 4064828315 "US" 40.170109 -75.245177 3036 1907 "PRESERVED_SPECIMEN" "GBIF" NA
"202" "Malus coronaria" 4064828314 "US" 41.080296 -75.233996 4686 1949 "PRESERVED_SPECIMEN" "GBIF" NA
"203" "Malus coronaria" 4064828313 "US" 41.079312 -75.31255 4686 1948 "PRESERVED_SPECIMEN" "GBIF" NA
"204" "Malus coronaria" 4064828311 "US" 40.840342 -79.371153 3036 1942 "PRESERVED_SPECIMEN" "GBIF" NA
"205" "Malus coronaria" 4055600547 "US" 39.633731 -77.451099 3241 1966 "PRESERVED_SPECIMEN" "GBIF" NA
"206" "Malus coronaria" 4046323780 "CA" 42.645998 -82.272944 27599 2022 "HUMAN_OBSERVATION" "GBIF" NA
"207" "Malus coronaria" 4041139463 "US" 40.1129 -74.8737 NA 2021 "PRESERVED_SPECIMEN" "GBIF" NA
"208" "Malus coronaria" 4032103724 "US" 36.86472 -92.37472 NA 1894 "PRESERVED_SPECIMEN" "GBIF" NA
"209" "Malus coronaria" 4028823192 "US" 41.263048 -81.558647 27816 1986 "HUMAN_OBSERVATION" "GBIF" NA
"210" "Malus coronaria" 4021996826 "US" 41.296559 -81.431378 27816 1986 "HUMAN_OBSERVATION" "GBIF" NA
"211" "Malus coronaria" 4013343304 "CA" 43.1 -80.12 NA 1988 "PRESERVED_SPECIMEN" "GBIF" NA
"212" "Malus coronaria" 4008267017 "CA" 42.15 -82.85 NA 1988 "PRESERVED_SPECIMEN" "GBIF" NA
"213" "Malus coronaria" 3978756703 "US" 37.95089 -83.54668 7411 1938 "PRESERVED_SPECIMEN" "GBIF" NA
"214" "Malus coronaria" 3966750565 "CA" 43.350615 -79.860567 6 2022 "HUMAN_OBSERVATION" "GBIF" NA
"215" "Malus coronaria" 3961363543 "US" 34.838718 -85.420327 194 2022 "HUMAN_OBSERVATION" "GBIF" NA
"216" "Malus coronaria" 3961344633 "US" 35.173148 -85.670313 150 2006 "HUMAN_OBSERVATION" "GBIF" NA
"217" "Malus coronaria" 3960996375 "CA" 42.953032 -81.384012 189 2021 "HUMAN_OBSERVATION" "GBIF" NA
"218" "Malus coronaria" 3949900719 "US" 42.960378 -78.674003 5 2022 "HUMAN_OBSERVATION" "GBIF" NA
"219" "Malus coronaria" 3949436257 "US" 43.093114 -83.473333 6 2022 "HUMAN_OBSERVATION" "GBIF" NA
